"","studyid","intid","int_type","spp","year","species","phenofreq","short_site","terrestrial","phenovalue","newyear","yr1981"
"1527","HMK042",207,"competition","spp1",1990,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",132.122,1990,9
"1528","HMK042",207,"competition","spp1",1991,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",141.377,1991,10
"1529","HMK042",207,"competition","spp1",1992,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",134.027,1992,11
"1530","HMK042",207,"competition","spp1",1993,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",132.083,1993,12
"1531","HMK042",207,"competition","spp1",1994,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",127.825,1994,13
"1532","HMK042",207,"competition","spp1",1995,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",129.741,1995,14
"1533","HMK042",207,"competition","spp1",1996,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",140.926,1996,15
"1534","HMK042",207,"competition","spp1",1997,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",130.875,1997,16
"1535","HMK042",207,"competition","spp1",1998,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",131.247,1998,17
"1536","HMK042",207,"competition","spp1",1999,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",134.71,1999,18
"1537","HMK042",207,"competition","spp1",2000,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",131.605,2000,19
"1538","HMK042",207,"competition","spp1",2001,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",126.961,2001,20
"1539","HMK042",207,"competition","spp1",2003,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",133.499,2003,22
"1549","HMK042",207,"competition","spp2",1982,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",141.002,1982,1
"1550","HMK042",207,"competition","spp2",1984,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",144.886,1984,3
"1551","HMK042",207,"competition","spp2",1985,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",142.134,1985,4
"1552","HMK042",207,"competition","spp2",1986,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",141.729,1986,5
"1553","HMK042",207,"competition","spp2",1987,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",146.804,1987,6
"1554","HMK042",207,"competition","spp2",1988,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",137.01,1988,7
"1555","HMK042",207,"competition","spp2",1989,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",140.517,1989,8
"1556","HMK042",207,"competition","spp2",1990,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",136.981,1990,9
"1557","HMK042",207,"competition","spp2",1991,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",145.185,1991,10
"1558","HMK042",207,"competition","spp2",1992,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",138.521,1992,11
"1559","HMK042",207,"competition","spp2",1993,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",136.552,1993,12
"1560","HMK042",207,"competition","spp2",1994,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",133.408,1994,13
"1561","HMK042",207,"competition","spp2",1995,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",138.873,1995,14
"1562","HMK042",207,"competition","spp2",1996,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",145.121,1996,15
"1563","HMK042",207,"competition","spp2",1997,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",140.021,1997,16
"1564","HMK042",207,"competition","spp2",1998,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",139.615,1998,17
"1565","HMK042",207,"competition","spp2",1999,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",138.821,1999,18
"1566","HMK042",207,"competition","spp2",2000,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",130.981,2000,19
"1567","HMK042",207,"competition","spp2",2001,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",121.577,2001,20
"1568","HMK042",207,"competition","spp2",2003,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",127.42,2003,22
"889","HMK032",189,"herbivory","spp1",1982,"Asterionella spp.","weekly","cumbria","aquatic",111.7606,1982,1
"890","HMK032",189,"herbivory","spp1",1984,"Asterionella spp.","weekly","cumbria","aquatic",133.0427,1984,3
"891","HMK032",189,"herbivory","spp1",1985,"Asterionella spp.","weekly","cumbria","aquatic",139.9734,1985,4
"892","HMK032",189,"herbivory","spp1",1986,"Asterionella spp.","weekly","cumbria","aquatic",154.3248,1986,5
"893","HMK032",189,"herbivory","spp1",1987,"Asterionella spp.","weekly","cumbria","aquatic",140.231,1987,6
"894","HMK032",189,"herbivory","spp1",1988,"Asterionella spp.","weekly","cumbria","aquatic",118.9643,1988,7
"895","HMK032",189,"herbivory","spp1",1989,"Asterionella spp.","weekly","cumbria","aquatic",133.315,1989,8
"896","HMK032",189,"herbivory","spp1",1990,"Asterionella spp.","weekly","cumbria","aquatic",126.147,1990,9
"497","HMK027",177,"predation","spp1",1982,"Caterpillar_a spp.","daily","floodplain","terrestrial",124.828,1982,1
"498","HMK027",177,"predation","spp1",1983,"Caterpillar_a spp.","daily","floodplain","terrestrial",118.103,1983,2
"499","HMK027",177,"predation","spp1",1984,"Caterpillar_a spp.","daily","floodplain","terrestrial",122.759,1984,3
"500","HMK027",177,"predation","spp1",1985,"Caterpillar_a spp.","daily","floodplain","terrestrial",124.052,1985,4
"501","HMK027",177,"predation","spp1",1986,"Caterpillar_a spp.","daily","floodplain","terrestrial",120.431,1986,5
"502","HMK027",177,"predation","spp1",1988,"Caterpillar_a spp.","daily","floodplain","terrestrial",118.621,1988,7
"503","HMK027",177,"predation","spp1",1989,"Caterpillar_a spp.","daily","floodplain","terrestrial",107.5,1989,8
"504","HMK027",177,"predation","spp1",1990,"Caterpillar_a spp.","daily","floodplain","terrestrial",108.276,1990,9
"505","HMK027",177,"predation","spp1",1991,"Caterpillar_a spp.","daily","floodplain","terrestrial",118.362,1991,10
"506","HMK027",177,"predation","spp1",1993,"Caterpillar_a spp.","daily","floodplain","terrestrial",119.138,1993,12
"507","HMK027",177,"predation","spp1",1994,"Caterpillar_a spp.","daily","floodplain","terrestrial",111.897,1994,13
"508","HMK027",177,"predation","spp1",1995,"Caterpillar_a spp.","daily","floodplain","terrestrial",118.621,1995,14
"509","HMK027",177,"predation","spp1",1997,"Caterpillar_a spp.","daily","floodplain","terrestrial",123.017,1997,16
"510","HMK027",177,"predation","spp1",1999,"Caterpillar_a spp.","daily","floodplain","terrestrial",109.31,1999,18
"511","HMK027",177,"predation","spp1",2000,"Caterpillar_a spp.","daily","floodplain","terrestrial",114.741,2000,19
"512","HMK027",177,"predation","spp1",2002,"Caterpillar_a spp.","daily","floodplain","terrestrial",106.983,2002,21
"513","HMK027",177,"predation","spp1",2003,"Caterpillar_a spp.","daily","floodplain","terrestrial",116.293,2003,22
"514","HMK027",177,"predation","spp1",2004,"Caterpillar_a spp.","daily","floodplain","terrestrial",115.5175,2004,23
"531","HMK027",178,"predation","spp1",1982,"Caterpillar_b spp.","daily","floodplain","terrestrial",124.828,1982,1
"532","HMK027",178,"predation","spp1",1983,"Caterpillar_b spp.","daily","floodplain","terrestrial",118.103,1983,2
"533","HMK027",178,"predation","spp1",1984,"Caterpillar_b spp.","daily","floodplain","terrestrial",122.759,1984,3
"534","HMK027",178,"predation","spp1",1986,"Caterpillar_b spp.","daily","floodplain","terrestrial",120.431,1986,5
"535","HMK027",178,"predation","spp1",1988,"Caterpillar_b spp.","daily","floodplain","terrestrial",118.621,1988,7
"536","HMK027",178,"predation","spp1",1989,"Caterpillar_b spp.","daily","floodplain","terrestrial",107.5,1989,8
"537","HMK027",178,"predation","spp1",1990,"Caterpillar_b spp.","daily","floodplain","terrestrial",108.276,1990,9
"538","HMK027",178,"predation","spp1",1991,"Caterpillar_b spp.","daily","floodplain","terrestrial",118.362,1991,10
"539","HMK027",178,"predation","spp1",1994,"Caterpillar_b spp.","daily","floodplain","terrestrial",111.897,1994,13
"540","HMK027",178,"predation","spp1",1995,"Caterpillar_b spp.","daily","floodplain","terrestrial",118.621,1995,14
"541","HMK027",178,"predation","spp1",1997,"Caterpillar_b spp.","daily","floodplain","terrestrial",123.017,1997,16
"542","HMK027",178,"predation","spp1",1998,"Caterpillar_b spp.","daily","floodplain","terrestrial",115.776,1998,17
"543","HMK027",178,"predation","spp1",2000,"Caterpillar_b spp.","daily","floodplain","terrestrial",114.741,2000,19
"544","HMK027",178,"predation","spp1",2001,"Caterpillar_b spp.","daily","floodplain","terrestrial",114.224,2001,20
"545","HMK027",178,"predation","spp1",2002,"Caterpillar_b spp.","daily","floodplain","terrestrial",106.983,2002,21
"546","HMK027",178,"predation","spp1",2003,"Caterpillar_b spp.","daily","floodplain","terrestrial",116.293,2003,22
"547","HMK027",178,"predation","spp1",2004,"Caterpillar_b spp.","daily","floodplain","terrestrial",115.5175,2004,23
"548","HMK027",178,"predation","spp1",2006,"Caterpillar_b spp.","daily","floodplain","terrestrial",118.103,2006,25
"670","HMK027",179,"herbivory","spp2",1982,"Caterpillar_c spp.","daily","floodplain","terrestrial",124.828,1982,1
"671","HMK027",179,"herbivory","spp2",1983,"Caterpillar_c spp.","daily","floodplain","terrestrial",118.103,1983,2
"672","HMK027",179,"herbivory","spp2",1984,"Caterpillar_c spp.","daily","floodplain","terrestrial",122.759,1984,3
"673","HMK027",179,"herbivory","spp2",1986,"Caterpillar_c spp.","daily","floodplain","terrestrial",120.431,1986,5
"674","HMK027",179,"herbivory","spp2",1988,"Caterpillar_c spp.","daily","floodplain","terrestrial",118.621,1988,7
"675","HMK027",179,"herbivory","spp2",1989,"Caterpillar_c spp.","daily","floodplain","terrestrial",107.5,1989,8
"676","HMK027",179,"herbivory","spp2",1991,"Caterpillar_c spp.","daily","floodplain","terrestrial",118.362,1991,10
"677","HMK027",179,"herbivory","spp2",1993,"Caterpillar_c spp.","daily","floodplain","terrestrial",119.138,1993,12
"678","HMK027",179,"herbivory","spp2",1994,"Caterpillar_c spp.","daily","floodplain","terrestrial",111.897,1994,13
"679","HMK027",179,"herbivory","spp2",1995,"Caterpillar_c spp.","daily","floodplain","terrestrial",118.621,1995,14
"680","HMK027",179,"herbivory","spp2",1997,"Caterpillar_c spp.","daily","floodplain","terrestrial",123.017,1997,16
"681","HMK027",179,"herbivory","spp2",1998,"Caterpillar_c spp.","daily","floodplain","terrestrial",115.776,1998,17
"682","HMK027",179,"herbivory","spp2",2000,"Caterpillar_c spp.","daily","floodplain","terrestrial",114.741,2000,19
"683","HMK027",179,"herbivory","spp2",2002,"Caterpillar_c spp.","daily","floodplain","terrestrial",106.983,2002,21
"684","HMK027",179,"herbivory","spp2",2004,"Caterpillar_c spp.","daily","floodplain","terrestrial",115.5175,2004,23
"685","HMK027",179,"herbivory","spp2",2006,"Caterpillar_c spp.","daily","floodplain","terrestrial",118.103,2006,25
"686","HMK027",179,"herbivory","spp2",2007,"Caterpillar_c spp.","daily","floodplain","terrestrial",106.724,2007,26
"1042","HMK036",193,"herbivory","spp2",1982,"Copepod1 spp.","weekly","northsea","aquatic",97.6353,1982,1
"1043","HMK036",193,"herbivory","spp2",1983,"Copepod1 spp.","weekly","northsea","aquatic",118.8369,1983,2
"1044","HMK036",193,"herbivory","spp2",1984,"Copepod1 spp.","weekly","northsea","aquatic",105.0868,1984,3
"1045","HMK036",193,"herbivory","spp2",1985,"Copepod1 spp.","weekly","northsea","aquatic",125.7606,1985,4
"1046","HMK036",193,"herbivory","spp2",1986,"Copepod1 spp.","weekly","northsea","aquatic",153.3245,1986,5
"1047","HMK036",193,"herbivory","spp2",1987,"Copepod1 spp.","weekly","northsea","aquatic",133.2121,1987,6
"1048","HMK036",193,"herbivory","spp2",1988,"Copepod1 spp.","weekly","northsea","aquatic",118.9342,1988,7
"1049","HMK036",193,"herbivory","spp2",1989,"Copepod1 spp.","weekly","northsea","aquatic",126.3626,1989,8
"1050","HMK036",193,"herbivory","spp2",1990,"Copepod1 spp.","weekly","northsea","aquatic",98.3045,1990,9
"1051","HMK036",193,"herbivory","spp2",1991,"Copepod1 spp.","weekly","northsea","aquatic",112.0952,1991,10
"1052","HMK036",193,"herbivory","spp2",1992,"Copepod1 spp.","weekly","northsea","aquatic",90.923,1992,11
"1053","HMK036",193,"herbivory","spp2",1993,"Copepod1 spp.","weekly","northsea","aquatic",112.1295,1993,12
"1054","HMK036",193,"herbivory","spp2",1994,"Copepod1 spp.","weekly","northsea","aquatic",112.147,1994,13
"1055","HMK036",193,"herbivory","spp2",1995,"Copepod1 spp.","weekly","northsea","aquatic",104.7508,1995,14
"1056","HMK036",193,"herbivory","spp2",1996,"Copepod1 spp.","weekly","northsea","aquatic",132.8439,1996,15
"1057","HMK036",193,"herbivory","spp2",1997,"Copepod1 spp.","weekly","northsea","aquatic",91.0098,1997,16
"1058","HMK036",193,"herbivory","spp2",1998,"Copepod1 spp.","weekly","northsea","aquatic",105.3325,1998,17
"1059","HMK036",193,"herbivory","spp2",1999,"Copepod1 spp.","weekly","northsea","aquatic",112.2366,1999,18
"1060","HMK036",193,"herbivory","spp2",2000,"Copepod1 spp.","weekly","northsea","aquatic",105.3703,2000,19
"1061","HMK036",193,"herbivory","spp2",2001,"Copepod1 spp.","weekly","northsea","aquatic",126.042,2001,20
"1062","HMK036",193,"herbivory","spp2",2002,"Copepod1 spp.","weekly","northsea","aquatic",84.2107,2002,21
"1063","HMK036",193,"herbivory","spp2",2003,"Copepod1 spp.","weekly","northsea","aquatic",104.8873,2003,22
"1064","HMK036",193,"herbivory","spp2",2004,"Copepod1 spp.","weekly","northsea","aquatic",105.4347,2004,23
"1574","HMK043",208,"predation","spp1",1982,"Copepod2 spp.","weekly","northsea","aquatic",137.9413,1982,1
"1575","HMK043",208,"predation","spp1",1983,"Copepod2 spp.","weekly","northsea","aquatic",133.8232,1983,2
"1576","HMK043",208,"predation","spp1",1984,"Copepod2 spp.","weekly","northsea","aquatic",127.6471,1984,3
"1577","HMK043",208,"predation","spp1",1985,"Copepod2 spp.","weekly","northsea","aquatic",144.1174,1985,4
"1578","HMK043",208,"predation","spp1",1986,"Copepod2 spp.","weekly","northsea","aquatic",154.4116,1986,5
"1579","HMK043",208,"predation","spp1",1987,"Copepod2 spp.","weekly","northsea","aquatic",137.9413,1987,6
"1580","HMK043",208,"predation","spp1",1988,"Copepod2 spp.","weekly","northsea","aquatic",144.1174,1988,7
"1581","HMK043",208,"predation","spp1",1989,"Copepod2 spp.","weekly","northsea","aquatic",150.2942,1989,8
"1582","HMK043",208,"predation","spp1",1990,"Copepod2 spp.","weekly","northsea","aquatic",121.4703,1990,9
"1583","HMK043",208,"predation","spp1",1991,"Copepod2 spp.","weekly","northsea","aquatic",127.6471,1991,10
"1584","HMK043",208,"predation","spp1",1992,"Copepod2 spp.","weekly","northsea","aquatic",111.1768,1992,11
"1585","HMK043",208,"predation","spp1",1993,"Copepod2 spp.","weekly","northsea","aquatic",129.7058,1993,12
"1586","HMK043",208,"predation","spp1",1994,"Copepod2 spp.","weekly","northsea","aquatic",140,1994,13
"1587","HMK043",208,"predation","spp1",1995,"Copepod2 spp.","weekly","northsea","aquatic",133.8232,1995,14
"1588","HMK043",208,"predation","spp1",1996,"Copepod2 spp.","weekly","northsea","aquatic",150.2942,1996,15
"1589","HMK043",208,"predation","spp1",1997,"Copepod2 spp.","weekly","northsea","aquatic",98.8232,1997,16
"1590","HMK043",208,"predation","spp1",1998,"Copepod2 spp.","weekly","northsea","aquatic",127.6471,1998,17
"1591","HMK043",208,"predation","spp1",1999,"Copepod2 spp.","weekly","northsea","aquatic",134.8529,1999,18
"1592","HMK043",208,"predation","spp1",2000,"Copepod2 spp.","weekly","northsea","aquatic",154.4116,2000,19
"1593","HMK043",208,"predation","spp1",2001,"Copepod2 spp.","weekly","northsea","aquatic",88.5297,2001,20
"1594","HMK043",208,"predation","spp1",2002,"Copepod2 spp.","weekly","northsea","aquatic",115.2942,2002,21
"1595","HMK043",208,"predation","spp1",2003,"Copepod2 spp.","weekly","northsea","aquatic",150.2942,2003,22
"981","HMK034",191,"herbivory","spp2",1983,"Cyclops vicinus","daily","lakeconstance","aquatic",133.448,1983,2
"982","HMK034",191,"herbivory","spp2",1984,"Cyclops vicinus","daily","lakeconstance","aquatic",176.897,1984,3
"983","HMK034",191,"herbivory","spp2",1986,"Cyclops vicinus","daily","lakeconstance","aquatic",137.586,1986,5
"984","HMK034",191,"herbivory","spp2",1988,"Cyclops vicinus","daily","lakeconstance","aquatic",125.172,1988,7
"985","HMK034",191,"herbivory","spp2",1991,"Cyclops vicinus","daily","lakeconstance","aquatic",112.759,1991,10
"986","HMK034",191,"herbivory","spp2",1992,"Cyclops vicinus","daily","lakeconstance","aquatic",131.379,1992,11
"987","HMK034",191,"herbivory","spp2",1993,"Cyclops vicinus","daily","lakeconstance","aquatic",117.931,1993,12
"988","HMK034",191,"herbivory","spp2",1994,"Cyclops vicinus","daily","lakeconstance","aquatic",129.31,1994,13
"915","HMK032",189,"herbivory","spp2",1982,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",143.6344,1982,1
"916","HMK032",189,"herbivory","spp2",1984,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",147.4648,1984,3
"917","HMK032",189,"herbivory","spp2",1985,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",147.4697,1985,4
"918","HMK032",189,"herbivory","spp2",1986,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",133.4235,1986,5
"919","HMK032",189,"herbivory","spp2",1987,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",133.1827,1987,6
"920","HMK032",189,"herbivory","spp2",1988,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",126.2856,1988,7
"921","HMK032",189,"herbivory","spp2",1989,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",126.2912,1989,8
"922","HMK032",189,"herbivory","spp2",1990,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",143.79715,1990,9
"781","HMK029",181,"herbivory","spp2",1982,"Daphnia pulicaria","daily","washington","aquatic",159.965,1982,1
"782","HMK029",181,"herbivory","spp2",1983,"Daphnia pulicaria","daily","washington","aquatic",139.886,1983,2
"783","HMK029",181,"herbivory","spp2",1984,"Daphnia pulicaria","daily","washington","aquatic",157.949,1984,3
"784","HMK029",181,"herbivory","spp2",1985,"Daphnia pulicaria","daily","washington","aquatic",137.876,1985,4
"785","HMK029",181,"herbivory","spp2",1986,"Daphnia pulicaria","daily","washington","aquatic",154.873,1986,5
"786","HMK029",181,"herbivory","spp2",1987,"Daphnia pulicaria","daily","washington","aquatic",140.628,1987,6
"787","HMK029",181,"herbivory","spp2",1988,"Daphnia pulicaria","daily","washington","aquatic",140.685,1988,7
"788","HMK029",181,"herbivory","spp2",1989,"Daphnia pulicaria","daily","washington","aquatic",159.272,1989,8
"789","HMK029",181,"herbivory","spp2",1990,"Daphnia pulicaria","daily","washington","aquatic",152.973,1990,9
"790","HMK029",181,"herbivory","spp2",1991,"Daphnia pulicaria","daily","washington","aquatic",156.726,1991,10
"791","HMK029",181,"herbivory","spp2",1992,"Daphnia pulicaria","daily","washington","aquatic",154.129,1992,11
"792","HMK029",181,"herbivory","spp2",1993,"Daphnia pulicaria","daily","washington","aquatic",134.062,1993,12
"793","HMK029",181,"herbivory","spp2",1994,"Daphnia pulicaria","daily","washington","aquatic",173.309,1994,13
"794","HMK029",181,"herbivory","spp2",1995,"Daphnia pulicaria","daily","washington","aquatic",146.349,1995,14
"795","HMK029",181,"herbivory","spp2",1996,"Daphnia pulicaria","daily","washington","aquatic",170.233,1996,15
"796","HMK029",181,"herbivory","spp2",1998,"Daphnia pulicaria","daily","washington","aquatic",126.909,1998,17
"797","HMK029",181,"herbivory","spp2",1999,"Daphnia pulicaria","daily","washington","aquatic",194.769,1999,18
"798","HMK029",181,"herbivory","spp2",2000,"Daphnia pulicaria","daily","washington","aquatic",165.16,2000,19
"799","HMK029",181,"herbivory","spp2",2001,"Daphnia pulicaria","daily","washington","aquatic",151.432,2001,20
"800","HMK029",181,"herbivory","spp2",2002,"Daphnia pulicaria","daily","washington","aquatic",159.442,2002,21
"1167","HMK037",194,"herbivory","spp2",1982,"Daphnia2 spp.","weekly","washington","aquatic",157.81,1982,1
"1168","HMK037",194,"herbivory","spp2",1983,"Daphnia2 spp.","weekly","washington","aquatic",136.736,1983,2
"1169","HMK037",194,"herbivory","spp2",1984,"Daphnia2 spp.","weekly","washington","aquatic",182.983,1984,3
"1170","HMK037",194,"herbivory","spp2",1985,"Daphnia2 spp.","weekly","washington","aquatic",134.876,1985,4
"1171","HMK037",194,"herbivory","spp2",1986,"Daphnia2 spp.","weekly","washington","aquatic",146.033,1986,5
"1172","HMK037",194,"herbivory","spp2",1987,"Daphnia2 spp.","weekly","washington","aquatic",137.975,1987,6
"1173","HMK037",194,"herbivory","spp2",1988,"Daphnia2 spp.","weekly","washington","aquatic",138.975,1988,7
"1174","HMK037",194,"herbivory","spp2",1989,"Daphnia2 spp.","weekly","washington","aquatic",156.57,1989,8
"1175","HMK037",194,"herbivory","spp2",1990,"Daphnia2 spp.","weekly","washington","aquatic",162.769,1990,9
"1176","HMK037",194,"herbivory","spp2",1991,"Daphnia2 spp.","weekly","washington","aquatic",180.744,1991,10
"1177","HMK037",194,"herbivory","spp2",1992,"Daphnia2 spp.","weekly","washington","aquatic",133.397,1992,11
"1178","HMK037",194,"herbivory","spp2",1993,"Daphnia2 spp.","weekly","washington","aquatic",156.57,1993,12
"1179","HMK037",194,"herbivory","spp2",1994,"Daphnia2 spp.","weekly","washington","aquatic",136.116,1994,13
"1180","HMK037",194,"herbivory","spp2",1995,"Daphnia2 spp.","weekly","washington","aquatic",150.372,1995,14
"1181","HMK037",194,"herbivory","spp2",1996,"Daphnia2 spp.","weekly","washington","aquatic",168.107,1996,15
"1182","HMK037",194,"herbivory","spp2",1997,"Daphnia2 spp.","weekly","washington","aquatic",165.868,1997,16
"1183","HMK037",194,"herbivory","spp2",1998,"Daphnia2 spp.","weekly","washington","aquatic",124.339,1998,17
"1184","HMK037",194,"herbivory","spp2",1999,"Daphnia2 spp.","weekly","washington","aquatic",192.521,1999,18
"1185","HMK037",194,"herbivory","spp2",2000,"Daphnia2 spp.","weekly","washington","aquatic",163.149,2000,19
"1186","HMK037",194,"herbivory","spp2",2001,"Daphnia2 spp.","weekly","washington","aquatic",148.512,2001,20
"1187","HMK037",194,"herbivory","spp2",2002,"Daphnia2 spp.","weekly","washington","aquatic",156.57,2002,21
"391","HMK019",170,"herbivory","spp2",1982,"Daphnia3 spp.","daily","windermere","aquatic",123.4645,1982,1
"392","HMK019",170,"herbivory","spp2",1983,"Daphnia3 spp.","daily","windermere","aquatic",149.2905,1983,2
"393","HMK019",170,"herbivory","spp2",1984,"Daphnia3 spp.","daily","windermere","aquatic",121.607,1984,3
"394","HMK019",170,"herbivory","spp2",1986,"Daphnia3 spp.","daily","windermere","aquatic",143.5115,1986,5
"395","HMK019",170,"herbivory","spp2",1987,"Daphnia3 spp.","daily","windermere","aquatic",129.6225,1987,6
"396","HMK019",170,"herbivory","spp2",1988,"Daphnia3 spp.","daily","windermere","aquatic",129.632,1988,7
"397","HMK019",170,"herbivory","spp2",1989,"Daphnia3 spp.","daily","windermere","aquatic",155.9275,1989,8
"398","HMK019",170,"herbivory","spp2",1990,"Daphnia3 spp.","daily","windermere","aquatic",123.2625,1990,9
"399","HMK019",170,"herbivory","spp2",1991,"Daphnia3 spp.","daily","windermere","aquatic",126.391,1991,10
"400","HMK019",170,"herbivory","spp2",1992,"Daphnia3 spp.","daily","windermere","aquatic",121.4005,1992,11
"401","HMK019",170,"herbivory","spp2",1993,"Daphnia3 spp.","daily","windermere","aquatic",123.8035,1993,12
"402","HMK019",170,"herbivory","spp2",1994,"Daphnia3 spp.","daily","windermere","aquatic",125.1545,1994,13
"403","HMK019",170,"herbivory","spp2",1995,"Daphnia3 spp.","daily","windermere","aquatic",131.477,1995,14
"404","HMK019",170,"herbivory","spp2",1996,"Daphnia3 spp.","daily","windermere","aquatic",139.5085,1996,15
"405","HMK019",170,"herbivory","spp2",1997,"Daphnia3 spp.","daily","windermere","aquatic",110.5725,1997,16
"406","HMK019",170,"herbivory","spp2",1998,"Daphnia3 spp.","daily","windermere","aquatic",136.25,1998,17
"407","HMK019",170,"herbivory","spp2",1999,"Daphnia3 spp.","daily","windermere","aquatic",133.19,1999,18
"408","HMK019",170,"herbivory","spp2",2000,"Daphnia3 spp.","daily","windermere","aquatic",121.22,2000,19
"409","HMK019",170,"herbivory","spp2",2001,"Daphnia3 spp.","daily","windermere","aquatic",132.4685,2001,20
"410","HMK019",170,"herbivory","spp2",2002,"Daphnia3 spp.","daily","windermere","aquatic",113.75,2002,21
"411","HMK019",170,"herbivory","spp2",2003,"Daphnia3 spp.","daily","windermere","aquatic",100.91875,2003,22
"412","HMK019",170,"herbivory","spp2",2005,"Daphnia3 spp.","daily","windermere","aquatic",107.881,2005,24
"413","HMK019",170,"herbivory","spp2",2006,"Daphnia3 spp.","daily","windermere","aquatic",123.75,2006,25
"414","HMK019",170,"herbivory","spp2",2008,"Daphnia3 spp.","daily","windermere","aquatic",119.17,2008,27
"756","HMK029",181,"herbivory","spp1",1982,"Diatom1 spp.","daily","washington","aquatic",131.296,1982,1
"757","HMK029",181,"herbivory","spp1",1983,"Diatom1 spp.","daily","washington","aquatic",117.083,1983,2
"758","HMK029",181,"herbivory","spp1",1984,"Diatom1 spp.","daily","washington","aquatic",108.084,1984,3
"759","HMK029",181,"herbivory","spp1",1985,"Diatom1 spp.","daily","washington","aquatic",102.426,1985,4
"760","HMK029",181,"herbivory","spp1",1986,"Diatom1 spp.","daily","washington","aquatic",99.1578,1986,5
"761","HMK029",181,"herbivory","spp1",1987,"Diatom1 spp.","daily","washington","aquatic",111.595,1987,6
"762","HMK029",181,"herbivory","spp1",1988,"Diatom1 spp.","daily","washington","aquatic",124.985,1988,7
"763","HMK029",181,"herbivory","spp1",1989,"Diatom1 spp.","daily","washington","aquatic",124.566,1989,8
"764","HMK029",181,"herbivory","spp1",1990,"Diatom1 spp.","daily","washington","aquatic",108.44,1990,9
"765","HMK029",181,"herbivory","spp1",1991,"Diatom1 spp.","daily","washington","aquatic",114.219,1991,10
"766","HMK029",181,"herbivory","spp1",1992,"Diatom1 spp.","daily","washington","aquatic",91.4108,1992,11
"767","HMK029",181,"herbivory","spp1",1993,"Diatom1 spp.","daily","washington","aquatic",95.2851,1993,12
"768","HMK029",181,"herbivory","spp1",1994,"Diatom1 spp.","daily","washington","aquatic",112.493,1994,13
"769","HMK029",181,"herbivory","spp1",1995,"Diatom1 spp.","daily","washington","aquatic",109.684,1995,14
"770","HMK029",181,"herbivory","spp1",1996,"Diatom1 spp.","daily","washington","aquatic",118.107,1996,15
"771","HMK029",181,"herbivory","spp1",1998,"Diatom1 spp.","daily","washington","aquatic",87.0052,1998,17
"772","HMK029",181,"herbivory","spp1",1999,"Diatom1 spp.","daily","washington","aquatic",112.776,1999,18
"773","HMK029",181,"herbivory","spp1",2000,"Diatom1 spp.","daily","washington","aquatic",95.2219,2000,19
"774","HMK029",181,"herbivory","spp1",2001,"Diatom1 spp.","daily","washington","aquatic",100.049,2001,20
"775","HMK029",181,"herbivory","spp1",2002,"Diatom1 spp.","daily","washington","aquatic",92.9543,2002,21
"1012","HMK036",193,"herbivory","spp1",1982,"Diatom3 spp.","weekly","northsea","aquatic",81.9512,1982,1
"1013","HMK036",193,"herbivory","spp1",1983,"Diatom3 spp.","weekly","northsea","aquatic",75.6098,1983,2
"1014","HMK036",193,"herbivory","spp1",1984,"Diatom3 spp.","weekly","northsea","aquatic",44.878,1984,3
